City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Muyezerskiy,RU,63.9333,31.65,13.82,93,94,4.07,overcast clouds
349,Madera,US,37.1666,-119.8343,75.52,58,0,4.7,clear sky
350,Vung Tau,VN,10.346,107.0843,81.05,81,100,14.83,overcast clouds
351,Hammerfest,NO,70.6634,23.6821,30.65,69,75,10.36,light snow
352,Araouane,ML,18.9048,-3.5265,87.58,10,100,6.06,overcast clouds
353,Altay,CN,47.8667,88.1167,35.91,38,100,10.42,overcast clouds
354,Marolambo,MG,-20.05,48.1167,65.44,97,44,2.33,scattered clouds
355,Jumla,NP,29.2747,82.1838,50.36,52,0,3.74,clear sky
356,Spirovo,RU,57.419,34.9766,24.67,91,100,7.85,overcast clouds
357,Laguna,US,38.421,-121.4238,73.69,49,0,4.61,clear sky
358,Saint-Ambroise,CA,48.5501,-71.3324,39.74,95,100,8.16,overcast clouds
359,Bubaque,GW,11.2833,-15.8333,75.2,73,3,18.43,clear sky
360,Katobu,ID,-4.9408,122.5276,74.8,91,99,1.79,overcast clouds
361,Pafos,CY,34.7667,32.4167,59.23,67,0,5.75,clear sky
362,Wuzhou,CN,23.4833,111.3167,54.68,91,100,2.19,overcast clouds
363,Sangar,RU,63.9242,127.4739,15.85,91,100,16.53,light snow
364,Kananga,CD,-5.8958,22.4178,74.77,75,74,2.15,light rain
365,Lamont,US,35.2597,-118.9143,79.07,55,0,4.52,clear sky
366,Anzio,IT,41.4853,12.6179,53.42,71,98,18.28,overcast clouds
367,Nome,US,64.5011,-165.4064,24.87,58,0,6.91,clear sky
368,Maceio,BR,-9.6658,-35.7353,85.44,70,75,13.8,broken clouds
369,Abu Dhabi,AE,24.4667,54.3667,75.31,69,0,3.0,clear sky
370,Kayerkan,RU,69.3497,87.7602,10.53,92,100,7.52,overcast clouds
371,Caravelas,BR,-17.7125,-39.2481,82.45,66,0,8.1,clear sky
372,Haines Junction,CA,60.7522,-137.5108,24.75,63,100,5.75,overcast clouds
373,Chabahar,IR,25.2919,60.643,79.72,50,0,5.84,clear sky
374,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,88.0,57,95,4.18,overcast clouds
375,Maloy,NO,61.9353,5.1136,38.93,77,22,9.48,few clouds
376,Yasothon,TH,15.75,104.1333,67.03,84,100,21.43,light rain
377,Iringa,TZ,-7.7667,35.7,58.53,95,25,5.41,scattered clouds
378,Point Pedro,LK,9.8167,80.2333,81.23,81,47,8.97,scattered clouds
379,Worland,US,44.0169,-107.9554,47.68,33,20,9.22,few clouds
380,Palmer,US,42.1584,-72.3287,52.97,61,100,14.97,overcast clouds
381,Inuvik,CA,68.3499,-133.7218,-15.74,69,0,2.3,clear sky
382,Corsicana,US,32.0954,-96.4689,73.45,32,0,10.36,clear sky
383,Bukachacha,RU,52.9833,116.9167,19.09,95,100,1.72,overcast clouds
384,Concepcion Del Oro,MX,24.6333,-101.4167,75.69,9,0,8.25,clear sky
385,Cotia,BR,-23.6704,-46.9472,65.82,96,100,6.13,overcast clouds
386,Imeni Poliny Osipenko,RU,52.4201,136.4853,2.16,100,98,2.98,overcast clouds
387,Homer,US,59.6425,-151.5483,39.09,78,100,17.27,light rain
388,Chimbote,PE,-9.0853,-78.5783,74.21,72,100,10.65,overcast clouds
389,Freeport,US,40.6576,-73.5832,58.08,44,20,25.32,few clouds
390,Sesheke,ZM,-17.4759,24.2968,72.64,63,63,6.06,broken clouds
391,Boulder City,US,35.9786,-114.8325,76.44,21,0,9.22,clear sky
392,Teluk Nibung,ID,3.001,99.8164,76.77,94,100,5.46,overcast clouds
393,Nyurba,RU,63.2842,118.3319,14.79,98,100,3.04,overcast clouds
394,Kandrian,PG,-6.2167,149.55,75.52,88,100,3.6,overcast clouds
395,Risod,IN,19.9667,76.7833,86.58,12,1,5.53,clear sky
396,Portobelo,PA,9.55,-79.65,88.48,75,47,12.68,scattered clouds
397,Nemuro,JP,43.3236,145.575,28.27,86,100,7.25,overcast clouds
398,Maun,BW,-19.9833,23.4167,71.56,78,0,1.14,clear sky
399,Cherskiy,RU,68.75,161.3,-31.02,100,100,3.76,overcast clouds
400,Nsanje,MW,-16.92,35.262,73.11,98,8,2.82,clear sky
401,Bajos De Haina,DO,18.4154,-70.0332,87.73,69,75,16.11,broken clouds
402,San Rafael,AR,-34.6177,-68.3301,73.18,16,0,17.49,clear sky
403,Bima,ID,-8.4667,118.7167,75.67,92,66,2.53,broken clouds
404,Matara,LK,5.9485,80.5353,78.01,85,77,3.2,broken clouds
405,Manga,BF,11.6636,-1.0731,95.22,21,100,4.21,overcast clouds
406,Shenjiamen,CN,29.9576,122.298,49.3,66,100,12.66,overcast clouds
407,Macapa,BR,0.0389,-51.0664,89.58,58,40,6.91,scattered clouds
408,Santa Luzia,BR,-19.7697,-43.8514,84.34,51,40,10.36,light rain
409,Erie,US,42.7667,-78.6664,37.26,84,100,8.01,snow
410,Sistranda,NO,63.7256,8.834,30.16,61,99,11.7,overcast clouds
411,Kolodeznyy,RU,51.3333,39.1833,50.22,86,99,8.25,overcast clouds
412,Paamiut,GL,61.994,-49.6678,33.78,86,100,10.22,overcast clouds
413,Finschhafen,PG,-6.6024,147.8681,79.34,81,100,8.55,very heavy rain
414,Kudahuvadhoo,MV,2.6708,72.8944,83.48,69,18,5.28,few clouds
415,Willowmore,ZA,-33.2926,23.4895,55.45,87,50,3.76,scattered clouds
416,Shizunai,JP,42.3339,142.3669,30.67,64,8,6.51,clear sky
417,Saint-Francois,FR,46.4154,3.9054,36.68,86,75,13.8,broken clouds
418,Patan,NP,27.6667,85.3333,66.58,88,75,3.44,mist
419,Uige,AO,-7.6087,15.0613,67.28,96,97,3.0,overcast clouds
420,Epe,NG,6.5841,3.9834,82.76,79,100,8.84,overcast clouds
421,Bantou,CN,26.2151,117.4893,48.69,94,100,3.38,overcast clouds
422,Yar-Sale,RU,66.8333,70.8333,7.9,94,65,10.56,broken clouds
423,Srednekolymsk,RU,67.45,153.6833,-24.27,100,100,3.74,overcast clouds
424,Clyde River,CA,70.4692,-68.5914,14.23,85,75,2.3,broken clouds
425,Ucluelet,CA,48.9329,-125.5528,45.09,90,100,8.81,overcast clouds
426,Roebourne,AU,-20.7833,117.1333,83.05,74,3,7.63,clear sky
427,Lagoa,PT,39.05,-27.9833,58.98,86,100,16.17,overcast clouds
428,Harper,LR,4.375,-7.7169,80.94,85,90,7.61,light rain
429,Celestun,MX,20.8667,-90.4,85.21,68,17,12.53,few clouds
430,Barra,BR,-11.0894,-43.1417,93.2,30,4,7.05,clear sky
431,Vestmannaeyjar,IS,63.4427,-20.2734,43.81,72,93,5.41,overcast clouds
432,Taveta,KE,-3.3963,37.6736,74.21,71,14,5.82,few clouds
433,Coahuayana,MX,18.7333,-103.6833,85.24,42,100,7.96,overcast clouds
434,Okahandja,NA,-21.9833,16.9167,73.62,57,93,10.36,overcast clouds
435,Oppdal,NO,62.5943,9.6912,12.87,87,98,5.82,overcast clouds
436,Komsomolskiy,UZ,40.4272,71.7189,57.92,44,5,9.22,clear sky
437,Ust-Nera,RU,64.5667,143.2,-15.52,98,68,1.21,broken clouds
438,Sorkjosen,NO,69.8,20.9333,32.0,59,20,14.97,few clouds
439,Rabo De Peixe,PT,37.8,-25.5833,60.31,94,75,18.41,mist
440,Alice Springs,AU,-23.7,133.8833,51.35,50,100,0.0,overcast clouds
441,Caucaia,BR,-3.7361,-38.6531,84.15,78,40,5.75,scattered clouds
442,Riyadh,SA,24.6877,46.7219,78.94,12,0,6.91,clear sky
443,Marsh Harbour,BS,26.5412,-77.0636,79.21,75,41,16.06,scattered clouds
444,Simao,CN,22.7886,100.9748,53.19,96,100,3.22,overcast clouds
445,Sept-Iles,CA,50.2001,-66.3821,33.06,95,100,21.85,mist
446,Port Macquarie,AU,-31.4333,152.9167,55.89,67,86,12.95,overcast clouds
447,Newport,GB,51.5877,-2.9984,44.26,55,73,9.62,broken clouds
448,Cooma,AU,-36.2333,149.1333,46.17,93,100,19.57,moderate rain
449,Bull Savanna,JM,17.8868,-77.5902,82.81,56,9,19.1,clear sky
450,Lashio,MM,22.9333,97.75,71.49,61,99,1.43,overcast clouds
451,Eureka,US,40.8021,-124.1637,58.19,73,58,5.99,broken clouds
452,Fairbanks,US,64.8378,-147.7164,17.94,38,0,12.66,clear sky
453,Fort Nelson,CA,58.8053,-122.7002,9.99,67,100,10.36,light snow
454,Indiaroba,BR,-11.5192,-37.5117,82.94,66,28,7.49,scattered clouds
455,Blagoyevo,RU,63.3667,47.9167,12.25,97,67,4.34,broken clouds
456,Douglas,US,41.3,-96.167,58.93,41,0,11.5,clear sky
457,Payo,ID,-3.7508,103.6372,72.36,95,100,1.97,light rain
458,Huilong,CN,31.8111,121.655,45.93,72,100,6.42,overcast clouds
459,Melilla,ES,35.2937,-2.9383,61.18,63,0,9.22,clear sky
460,Biloela,AU,-24.4167,150.5,64.98,88,0,4.32,clear sky
461,Lugovoy,KZ,42.9472,72.7644,52.16,47,18,4.83,few clouds
462,Tual,ID,-5.6667,132.75,82.22,70,20,3.44,few clouds
463,Krasnyy Yar,RU,46.5331,48.3456,47.97,52,50,11.07,scattered clouds
464,Kamiiso,JP,41.8167,140.65,31.51,77,76,2.84,broken clouds
465,Bonthe,SL,7.5264,-12.505,80.67,81,100,11.07,overcast clouds
466,Rivadavia,AR,-33.1905,-68.4608,74.68,16,0,13.44,clear sky
467,Gondar,ET,12.6,37.4667,73.0,19,97,2.01,overcast clouds
468,Abu Samrah,SY,35.3029,37.1841,65.07,38,97,9.55,overcast clouds
469,Almora,IN,29.6167,79.6667,57.42,23,0,1.77,clear sky
470,Naze,JP,28.3667,129.4833,59.92,67,100,15.77,overcast clouds
471,Dunedin,NZ,-45.8742,170.5036,49.8,89,12,1.01,few clouds
472,Victoria,HK,22.2855,114.1577,61.32,76,100,8.01,overcast clouds
473,Vestmanna,FO,62.1564,-7.1664,32.92,86,75,8.05,broken clouds
474,Barao De Melgaco,BR,-16.1944,-55.9675,65.68,76,100,4.85,overcast clouds
475,Sabang,ID,5.8933,95.3214,83.39,71,100,5.93,overcast clouds
476,Springbok,ZA,-29.6643,17.8865,61.02,42,2,4.74,clear sky
477,Makakilo City,US,21.3469,-158.0858,77.32,62,0,12.66,clear sky
478,Turka,UA,49.1541,23.0297,44.15,99,100,2.75,snow
479,Akyab,MM,20.15,92.9,78.51,85,19,2.98,few clouds
480,Virginia Beach,US,36.8529,-75.978,68.05,34,29,15.79,scattered clouds
481,Lianran,CN,24.9227,102.485,36.14,97,100,5.01,overcast clouds
482,Korla,CN,41.7597,86.1469,51.42,37,0,2.64,clear sky
483,Lidkoping,SE,58.5052,13.1577,30.22,84,5,5.59,clear sky
484,Sao Caetano De Odivelas,BR,-0.75,-48.02,75.94,94,98,5.7,overcast clouds
485,Yuzhno-Kurilsk,RU,44.0306,145.8556,27.03,73,92,2.8,overcast clouds
486,Oranjemund,NA,-28.55,16.4333,59.76,85,0,15.7,clear sky
487,Wanning,CN,18.8003,110.3967,67.55,93,100,19.33,overcast clouds
488,Cauquenes,CL,-35.9671,-72.3225,82.04,21,0,11.52,clear sky
489,Henties Bay,NA,-22.116,14.2845,62.15,83,0,9.93,clear sky
490,Broken Hill,AU,-31.95,141.4333,51.51,62,0,10.36,clear sky
491,Murray Bridge,AU,-35.1167,139.2667,52.83,75,100,7.14,overcast clouds
492,Ballina,AU,-28.8667,153.5667,64.36,96,75,4.61,broken clouds
493,Kamaishi,JP,39.2667,141.8833,33.26,60,1,6.04,clear sky
494,Nipawin,CA,53.3668,-104.0009,30.24,80,75,19.57,broken clouds
495,Pavlikeni,BG,43.2428,25.3219,60.67,88,97,6.62,overcast clouds
496,Jardim,BR,-21.4803,-56.1381,60.4,77,99,5.19,overcast clouds
497,Boende,CD,-0.2167,20.8667,77.58,72,100,4.03,light rain
498,Kunming,CN,25.0389,102.7183,35.53,100,75,11.18,broken clouds
499,Waipawa,NZ,-41.4122,175.5153,55.04,96,83,5.41,broken clouds
500,Port Blair,IN,11.6667,92.75,78.84,89,20,2.3,mist
501,Laohekou,CN,32.3858,111.6678,51.96,56,100,2.42,overcast clouds
502,General Roca,AR,-39.0333,-67.5833,80.35,11,81,16.89,broken clouds
503,Lingao,CN,19.9103,109.6859,62.87,92,100,16.62,overcast clouds
504,Bondo,CD,3.8146,23.6866,75.69,69,56,2.89,broken clouds
505,Verkhniye Kigi,RU,55.4083,58.6044,30.72,99,100,2.93,snow
506,San Borja,BO,-14.8167,-66.85,59.95,68,100,3.36,overcast clouds
507,Port Augusta,AU,-32.5,137.7667,56.93,47,0,6.26,clear sky
508,Gotsu,JP,35.0,132.2167,40.39,67,100,7.05,overcast clouds
509,Camacha,PT,33.0833,-16.3333,56.62,94,75,6.91,broken clouds
510,Pingzhuang,CN,42.0372,119.2889,36.97,55,1,4.41,clear sky
511,Vila Velha,BR,-20.3297,-40.2925,84.15,82,40,12.66,scattered clouds
512,Kelso,US,46.1468,-122.9084,56.82,67,0,4.0,clear sky
513,Minot,US,48.2325,-101.2963,53.82,26,20,25.32,few clouds
514,Strezhevoy,RU,60.7333,77.5889,14.38,95,100,2.06,overcast clouds
515,Muret,FR,43.3333,1.25,40.44,82,93,1.01,overcast clouds
516,Quesnel,CA,52.9999,-122.5029,37.9,65,100,2.3,overcast clouds
517,Kalat,PK,29.0225,66.5916,58.3,10,0,4.54,clear sky
518,Biltine,TD,14.5333,20.9167,88.84,8,5,9.17,clear sky
519,Linfen,CN,36.0889,111.5189,52.65,23,0,7.25,clear sky
520,Anamur,TR,36.0751,32.8369,66.43,40,10,7.92,clear sky
521,Rawlins,US,41.7911,-107.2387,46.35,29,0,23.02,clear sky
522,Kenai,US,60.5544,-151.2583,45.03,63,40,14.97,scattered clouds
523,Tambacounda,SN,13.7539,-13.7586,104.05,20,0,2.3,clear sky
524,Tilichiki,RU,60.4667,166.1,2.84,94,59,11.01,broken clouds
525,Kalangala,UG,-0.3089,32.225,74.55,71,80,11.32,broken clouds
526,Westport,US,41.1415,-73.3579,57.74,61,100,15.01,overcast clouds
527,Kasongo-Lunda,CD,-6.4667,16.8167,70.57,97,100,0.65,overcast clouds
528,Myitkyina,MM,25.3833,97.4,69.96,82,79,4.45,broken clouds
529,Bandundu,CD,-3.3167,17.3667,75.74,90,99,5.03,light rain
530,Upington,ZA,-28.4478,21.2561,70.18,68,0,2.3,clear sky
531,Lubumbashi,CD,-11.6609,27.4794,62.87,97,9,3.11,clear sky
532,Russell,US,32.3502,-85.1999,70.05,35,0,8.05,clear sky
533,Tahe,CN,52.3333,124.7333,17.53,94,17,3.87,few clouds
534,Kidal,ML,18.4411,1.4078,92.89,3,100,8.77,overcast clouds
535,Broome,US,42.2506,-75.833,43.47,69,100,9.22,overcast clouds
536,Preobrazheniye,RU,42.9019,133.9064,32.65,62,0,6.49,clear sky
537,Pital,CO,2.2665,-75.8044,81.99,60,30,2.55,scattered clouds
538,Aleysk,RU,52.4926,82.7822,33.51,81,100,7.85,overcast clouds
539,Hobyo,SO,5.3505,48.5268,82.11,73,4,14.7,clear sky
540,Cullman,US,34.1748,-86.8436,60.96,38,0,5.75,clear sky
541,Tigil,RU,57.8,158.6667,14.59,96,100,3.67,light snow
542,Fort-Shevchenko,KZ,44.5086,50.263,51.26,57,50,11.88,scattered clouds
543,Olinda,BR,-8.0089,-34.8553,83.93,70,40,11.5,scattered clouds
544,Pinhao,BR,-25.6956,-51.6597,54.9,95,100,4.94,overcast clouds
545,Alvaraes,BR,-3.2208,-64.8042,82.27,76,39,2.77,heavy intensity rain
546,Kaeo,NZ,-35.1,173.7833,60.33,96,4,2.53,clear sky
547,Ishigaki,JP,24.3448,124.1572,64.53,100,75,10.36,broken clouds
548,Inhambane,MZ,-23.865,35.3833,76.98,94,20,6.91,few clouds
549,Bardiyah,LY,31.7561,25.0865,66.07,56,65,18.88,broken clouds
550,Kloulklubed,PW,7.0419,134.2556,81.84,78,95,10.11,overcast clouds
551,Berdigestyakh,RU,62.0989,126.6992,23.49,97,100,4.52,overcast clouds
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,75,57,9.93,broken clouds
553,Itarema,BR,-2.9248,-39.9167,80.47,83,62,8.97,light rain
554,Hit,IQ,33.6416,42.8251,75.13,17,0,6.44,clear sky
555,Juruti,BR,-2.1522,-56.0922,83.08,78,82,3.44,broken clouds
556,Iberia,US,29.9502,-91.7507,74.05,35,0,5.75,clear sky
557,Zabol,AF,32.25,67.25,57.09,17,0,10.36,clear sky
558,Kytmanovo,RU,53.4593,85.4479,25.79,91,83,4.09,broken clouds
559,La Asuncion,VE,11.0333,-63.8628,80.73,74,26,20.13,scattered clouds
560,Sandwick,GB,60.0,-1.25,35.42,64,20,1.14,few clouds
561,Aloha,US,45.4943,-122.8671,57.9,62,0,5.01,clear sky
562,Boueni,YT,-12.9025,45.0761,78.78,75,49,6.38,scattered clouds
563,Inta,RU,66.0317,60.1659,10.35,96,88,10.0,overcast clouds
564,Huarmey,PE,-10.0681,-78.1522,75.02,73,88,11.14,overcast clouds
565,Santo Antonio Do Ica,BR,-3.1022,-67.9397,88.56,56,31,3.94,scattered clouds
566,Sokoni,TZ,-6.4333,39.55,82.67,74,56,10.16,broken clouds
567,Betare Oya,CM,5.6,14.0833,82.42,33,100,1.41,overcast clouds
568,Sorland,NO,67.667,12.6934,35.46,66,100,23.87,overcast clouds
569,Lianyuan,CN,27.6883,111.6642,51.26,86,100,1.97,light rain
570,Chkalovskoye,RU,44.8392,133.0436,31.05,57,6,7.05,clear sky
571,Merauke,ID,-8.4667,140.3333,78.91,75,100,3.65,overcast clouds
572,Lorengau,PG,-2.0226,147.2712,80.38,83,100,11.45,light rain
573,Vuktyl,RU,63.8567,57.3094,10.06,95,57,5.32,broken clouds
574,Birin,NP,26.8865,88.0718,62.42,80,63,3.6,broken clouds
575,Antofagasta,CL,-23.65,-70.4,72.21,49,2,7.4,clear sky
576,Gravdal,NO,68.1214,13.5031,30.09,100,100,4.61,light shower snow
577,Ulladulla,AU,-35.35,150.4667,58.77,92,100,20.87,overcast clouds
578,Port Shepstone,ZA,-30.7414,30.455,72.19,83,100,7.4,light rain
579,Adjumani,UG,3.3779,31.7909,79.77,44,84,3.06,broken clouds
580,Carutapera,BR,-1.195,-46.02,75.06,96,100,3.11,overcast clouds
581,Zhangjiakou,CN,40.81,114.8794,36.75,54,9,6.67,clear sky
582,Bada,RU,51.392,109.8717,22.86,88,63,2.98,broken clouds
583,Mount Isa,AU,-20.7333,139.5,73.17,27,8,12.66,light rain
584,Pacific Grove,US,36.6177,-121.9166,67.41,75,0,6.91,clear sky
585,Sur,OM,22.5667,59.5289,83.26,33,0,6.49,clear sky
586,Conselheiro Lafaiete,BR,-20.6603,-43.7861,73.87,76,70,3.96,broken clouds
587,Ranfurly,NZ,-45.1333,170.1,43.66,90,3,3.85,clear sky
588,Berezovyy,RU,51.6667,135.7,9.52,93,59,5.03,broken clouds
589,Berlevag,NO,70.8578,29.0864,28.35,64,0,21.85,clear sky
590,Kindu,CD,-2.95,25.95,75.25,84,100,3.4,overcast clouds
591,Kuhdasht,IR,33.535,47.6061,61.11,31,0,1.54,clear sky
592,Pishva,IR,35.308,51.7267,67.21,19,0,2.55,clear sky
593,Gambela,ET,8.25,34.5833,89.28,30,93,3.83,overcast clouds
594,Iranshahr,IR,27.2025,60.6848,75.54,9,0,4.61,clear sky
595,Sarakhs,IR,36.5449,61.1577,60.94,39,1,2.3,clear sky
596,Big Spring,US,32.2504,-101.4787,78.24,29,0,26.46,clear sky
597,Hargeysa,SO,9.56,44.065,67.5,80,0,7.99,clear sky
598,Mizque,BO,-17.941,-65.3402,67.15,60,87,7.85,overcast clouds
599,Ilesha,NG,7.1371,5.2583,80.64,74,100,6.78,overcast clouds
600,Hauzenberg,DE,48.65,13.6333,36.55,87,100,5.59,overcast clouds
601,Macusani,PE,-14.0833,-70.4333,44.08,80,100,8.84,overcast clouds
602,Smoky Lake,CA,54.1169,-112.4686,36.32,64,97,4.61,overcast clouds
603,Pozo Colorado,PY,-23.4923,-58.7972,78.12,23,10,7.18,clear sky
604,Ketchikan,US,55.3422,-131.6461,42.78,87,100,18.41,moderate rain
605,Itapaci,BR,-14.9508,-49.5494,84.06,61,27,4.72,scattered clouds
606,Trapani,IT,37.8333,12.6667,57.24,82,40,19.57,scattered clouds
607,Tahoua,NE,14.8888,5.2692,87.78,5,98,4.07,overcast clouds
608,Noyabrsk,RU,63.1994,75.4507,14.25,96,100,10.56,overcast clouds
609,Nouakchott,MR,18.0858,-15.9785,76.93,60,5,14.99,clear sky
610,Tocopilla,CL,-22.092,-70.1979,70.41,66,17,6.51,few clouds
611,Sheridan,US,44.8333,-106.9173,46.78,37,100,13.8,overcast clouds
612,Gombe,NG,10.2897,11.1673,89.35,8,98,4.27,overcast clouds
613,Knysna,ZA,-34.0363,23.0471,62.13,76,47,4.88,scattered clouds
614,Anshun,CN,26.25,105.9333,41.09,91,100,6.71,overcast clouds
615,Iwaki,JP,37.05,140.8833,36.77,68,4,7.27,clear sky
616,Muzhi,RU,65.3667,64.6667,10.11,85,32,8.12,scattered clouds
617,Ninh Binh,VN,20.2539,105.975,58.73,81,100,18.1,overcast clouds
618,Senneterre,CA,48.3835,-77.2328,26.15,82,100,12.24,overcast clouds
619,Morondava,MG,-20.2833,44.2833,80.56,74,0,8.95,light rain
620,Porterville,US,36.0652,-119.0168,73.76,49,0,4.34,clear sky
621,Cienfuegos,CU,22.1461,-80.4356,86.14,66,20,14.97,few clouds
622,Panzhihua,CN,26.5851,101.7128,47.08,91,100,2.46,overcast clouds
623,Linjiang,CN,41.8069,126.9078,31.98,59,11,1.43,few clouds
624,Yeppoon,AU,-23.1333,150.7333,69.58,77,6,9.04,clear sky
625,Sao Mateus Do Maranhao,BR,-4.0417,-44.475,80.08,88,60,3.02,broken clouds
626,Kondinskoye,RU,59.6481,67.41,5.7,95,5,5.1,clear sky
627,Aklavik,CA,68.2191,-135.0107,-13.0,70,0,5.75,clear sky
628,Kamo,JP,37.65,139.05,34.61,83,86,1.92,overcast clouds
629,Diego De Almagro,CL,-26.3667,-70.05,81.09,15,0,12.53,clear sky
630,Marang,MY,5.2056,103.2059,78.71,82,62,1.21,broken clouds
631,Micheweni,TZ,-4.9667,39.8333,81.52,77,98,7.05,overcast clouds
632,Leighton Buzzard,GB,51.9172,-0.658,41.23,90,3,7.11,clear sky
633,York,US,40.1254,-77.0,51.78,39,100,19.57,overcast clouds
634,Zemen,BG,42.4789,22.7492,49.69,81,100,6.38,overcast clouds
635,Caohai,CN,26.8661,104.2841,34.12,98,100,4.68,light snow
636,Tomatlan,MX,19.9333,-105.25,84.54,38,31,10.2,scattered clouds
637,Requena,ES,39.4883,-1.1004,45.52,40,36,14.88,scattered clouds
638,Traverse City,US,44.7631,-85.6206,33.73,69,100,9.22,overcast clouds
639,Bosaso,SO,11.2842,49.1816,80.35,81,15,1.63,few clouds
640,Krasnoyarskiy,RU,51.965,59.8967,33.64,92,100,9.06,overcast clouds
641,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,40,6.91,scattered clouds
642,Orsha,BY,54.5153,30.4053,31.21,93,100,16.53,overcast clouds
643,Sibu,MY,2.3,111.8167,73.71,100,40,2.3,scattered clouds
644,Cabatuan,PH,10.8794,122.486,75.97,86,76,12.19,broken clouds
645,Artigas,UY,-30.4,-56.4667,67.53,44,0,8.66,clear sky
646,Nuevo Progreso,MX,23.1667,-97.95,83.89,54,38,8.99,scattered clouds
647,Dobroye,RU,52.8678,39.8109,34.81,100,100,9.75,snow
648,Kawalu,ID,-7.3817,108.2082,72.41,97,97,1.59,overcast clouds
649,Mizdah,LY,31.4451,12.9801,68.54,18,0,9.1,clear sky
650,Hailar,CN,49.2,119.7,17.82,69,1,6.69,clear sky
651,Monroe,US,43.1501,-77.6831,38.91,82,100,20.71,overcast clouds
652,Taoudenni,ML,22.6783,-3.9836,83.35,6,100,2.93,overcast clouds
653,Volary,CZ,48.9088,13.8866,31.84,82,100,8.21,light snow
654,Bonham,US,33.5773,-96.1783,69.01,43,0,10.36,clear sky
655,Xichang,CN,27.8964,102.2634,43.61,95,100,2.62,overcast clouds
656,Jawhar,SO,2.7809,45.5005,80.15,79,6,11.32,clear sky
657,Kraslava,LV,55.8951,27.168,30.33,70,100,9.62,overcast clouds
658,Mabaruma,GY,8.2,-59.7833,83.05,58,46,7.38,scattered clouds
659,Porbandar,IN,21.6422,69.6093,78.67,69,1,7.05,clear sky
660,Jacareacanga,BR,-6.2222,-57.7528,83.73,74,42,2.17,scattered clouds
661,Kefalos,GR,36.7453,26.9589,62.82,59,20,23.02,few clouds
662,Hermiston,US,45.8404,-119.2895,58.8,48,0,5.75,clear sky
663,Roald,NO,62.5833,6.1333,38.75,86,29,0.0,scattered clouds
664,Erenhot,CN,43.6475,111.9767,34.38,34,0,8.59,clear sky
665,Timizart,DZ,36.8,4.2667,43.3,84,87,5.97,overcast clouds
666,Ngunguru,NZ,-35.6167,174.5,64.92,80,3,1.9,clear sky
667,Iquique,CL,-20.2208,-70.1431,69.84,69,27,3.13,scattered clouds
668,Ekimchan,RU,53.0667,132.9667,16.21,98,100,1.95,overcast clouds
669,Imeni Babushkina,RU,59.7573,43.1285,5.4,97,30,3.44,scattered clouds
670,Marietta,US,33.9526,-84.5499,64.87,39,20,13.8,few clouds
671,Tabas,IR,33.5959,56.9244,70.54,16,0,4.7,clear sky
672,Husavik,IS,66.0449,-17.3389,36.37,85,94,7.25,overcast clouds
673,Amapa,BR,1.0,-52.0,80.02,79,100,2.71,overcast clouds
674,Ubon Ratchathani,TH,15.1667,105.1667,66.09,89,100,18.99,moderate rain
675,Luanda,AO,-8.8368,13.2343,79.11,88,100,11.03,overcast clouds
676,Wajir,KE,1.7471,40.0573,85.17,52,32,12.15,scattered clouds
677,Hervey Bay,AU,-25.2986,152.8535,66.02,91,1,8.99,clear sky
678,Keuruu,FI,62.2667,24.7,24.98,91,74,0.72,broken clouds
679,Skopin,RU,53.8249,39.5505,32.72,98,100,14.94,light snow
680,Le Port,RE,-20.9373,55.2919,77.0,87,100,6.29,moderate rain
681,La Palma,US,33.8464,-118.0467,73.81,65,75,5.75,mist
682,Tabou,CI,4.423,-7.3528,80.8,86,82,8.01,light rain
683,Zyryanka,RU,65.75,150.85,-12.87,100,99,6.46,overcast clouds
684,Canala,NC,-21.5333,165.95,78.67,85,100,4.7,overcast clouds
685,Oksfjord,NO,70.2396,22.3479,30.27,93,100,8.88,light snow
686,Pratapgarh,IN,24.0333,74.7833,83.57,13,0,2.37,clear sky
687,Wilmington,US,34.2257,-77.9447,76.98,28,0,19.57,clear sky
688,Nuuk,GL,64.1835,-51.7216,36.21,69,75,3.44,broken clouds
689,Guiberoua,CI,6.2392,-6.1727,77.47,88,100,5.93,overcast clouds
690,Ribnitz-Damgarten,DE,54.25,12.4667,37.11,79,80,16.28,broken clouds
691,Aykhal,RU,66.0,111.5,-0.78,99,70,11.34,broken clouds
692,Itapipoca,BR,-3.4944,-39.5786,76.1,92,100,2.51,overcast clouds
